prompt_idx,layer,alpha,eps,steer_layer,delta_l2,proj_v20,proj_vL,proj_transport,model,vec_path
1,19,2.0,0.1,20,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,20,2.0,0.1,20,2.0008504390716553,2.0006747245788574,2.0006747245788574,1.9491653442382812,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,21,2.0,0.1,20,2.246155261993408,2.0827136039733887,1.987502098083496,2.0073373317718506,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,22,2.0,0.1,20,2.444413661956787,2.1374454498291016,2.046027660369873,2.0152194499969482,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,23,2.0,0.1,20,2.604924201965332,2.147716522216797,2.0777547359466553,2.067861557006836,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,24,2.0,0.1,20,2.7416117191314697,2.142888307571411,2.099118232727051,2.048159599304199,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,25,2.0,0.1,20,2.9160072803497314,2.19317364692688,2.1645002365112305,2.0615572929382324,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,26,2.0,0.1,20,3.1525590419769287,2.2604780197143555,2.2219834327697754,2.115138530731201,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,27,2.0,0.1,20,3.403611660003662,2.2704620361328125,2.237098217010498,2.177157402038574,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,28,2.0,0.1,20,3.7044625282287598,2.3522329330444336,2.33113431930542,2.26058292388916,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,29,2.0,0.1,20,4.136844635009766,2.4789719581604004,2.536494016647339,2.470548152923584,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,30,2.0,0.1,20,4.797483444213867,2.558617115020752,2.7140183448791504,2.736027956008911,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
1,31,2.0,0.1,20,7.10930871963501,1.8352717161178589,2.482287883758545,2.573690176010132,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,19,2.0,0.1,20,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,20,2.0,0.1,20,2.002394676208496,2.002199172973633,2.002199172973633,1.9383666515350342,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,21,2.0,0.1,20,2.2269906997680664,2.024168014526367,1.9376516342163086,1.9041218757629395,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,22,2.0,0.1,20,2.364063262939453,1.9914523363113403,1.9001426696777344,1.8723180294036865,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,23,2.0,0.1,20,2.5473549365997314,2.0053913593292236,1.9171078205108643,1.8327358961105347,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,24,2.0,0.1,20,2.6806278228759766,1.9867547750473022,1.88425612449646,1.7708790302276611,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,25,2.0,0.1,20,2.8990697860717773,2.036539077758789,1.928467035293579,1.8449323177337646,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,26,2.0,0.1,20,3.0691707134246826,2.036264419555664,1.9576663970947266,1.9692665338516235,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,27,2.0,0.1,20,3.2731685638427734,2.0615575313568115,2.014432907104492,2.0159525871276855,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,28,2.0,0.1,20,3.6038646697998047,2.1189985275268555,2.0889430046081543,2.117642641067505,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,29,2.0,0.1,20,4.031386375427246,2.2082269191741943,2.2269015312194824,2.2828316688537598,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,30,2.0,0.1,20,4.700592041015625,2.2292373180389404,2.357386589050293,2.5181610584259033,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
2,31,2.0,0.1,20,7.0153489112854,1.4579603672027588,1.8719735145568848,3.8179526329040527,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,19,2.0,0.1,20,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,20,2.0,0.1,20,2.0024352073669434,2.002230167388916,2.002230167388916,1.940049409866333,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,21,2.0,0.1,20,2.2813262939453125,2.0667736530303955,1.9800152778625488,1.9142491817474365,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,22,2.0,0.1,20,2.500664710998535,2.059429168701172,1.9846160411834717,1.812680959701538,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,23,2.0,0.1,20,2.6879777908325195,2.054616928100586,1.981110692024231,1.831335425376892,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,24,2.0,0.1,20,2.8376569747924805,2.032400608062744,1.938576579093933,1.8397018909454346,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,25,2.0,0.1,20,3.0260658264160156,2.0635666847229004,1.9539870023727417,1.885154366493225,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,26,2.0,0.1,20,3.237492084503174,2.0807418823242188,1.9956443309783936,2.085312843322754,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,27,2.0,0.1,20,3.473104238510132,2.121150493621826,2.0483837127685547,2.1407766342163086,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,28,2.0,0.1,20,3.8214032649993896,2.1765503883361816,2.0383858680725098,2.258054733276367,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,29,2.0,0.1,20,4.282365798950195,2.3020660877227783,2.2541494369506836,2.465212106704712,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,30,2.0,0.1,20,5.024107456207275,2.3382749557495117,2.3499999046325684,2.8456332683563232,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
3,31,2.0,0.1,20,8.102080345153809,1.6810588836669922,2.033215045928955,4.937212944030762,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,19,2.0,0.1,20,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,20,2.0,0.1,20,2.0010626316070557,2.0008907318115234,2.0008907318115234,1.9444260597229004,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,21,2.0,0.1,20,2.2449493408203125,2.0520243644714355,1.970850944519043,1.99295973777771,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,22,2.0,0.1,20,2.4184114933013916,2.0402331352233887,1.9776374101638794,2.0076494216918945,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,23,2.0,0.1,20,2.603943347930908,2.0548670291900635,2.0136561393737793,2.0059125423431396,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,24,2.0,0.1,20,2.7455849647521973,2.0414023399353027,1.9768742322921753,2.017486572265625,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,25,2.0,0.1,20,2.9966726303100586,2.1125993728637695,2.035546064376831,2.1123008728027344,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,26,2.0,0.1,20,3.1809256076812744,2.138418197631836,2.0988335609436035,2.13979434967041,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,27,2.0,0.1,20,3.4066691398620605,2.160311222076416,2.1414899826049805,2.1839451789855957,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,28,2.0,0.1,20,3.726515531539917,2.210723638534546,2.1980342864990234,2.305039167404175,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,29,2.0,0.1,20,4.175225734710693,2.336045980453491,2.3725571632385254,2.5190482139587402,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,30,2.0,0.1,20,4.817861557006836,2.3580236434936523,2.454280376434326,2.7486965656280518,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
4,31,2.0,0.1,20,7.079495906829834,1.660988688468933,2.116084098815918,3.851797342300415,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,19,2.0,0.1,20,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,20,2.0,0.1,20,2.000035524368286,1.9998259544372559,1.9998259544372559,1.9409136772155762,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,21,2.0,0.1,20,2.2514586448669434,2.0526394844055176,1.9678566455841064,1.9807780981063843,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,22,2.0,0.1,20,2.479933261871338,2.071538209915161,2.0045533180236816,2.0425074100494385,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,23,2.0,0.1,20,2.691622734069824,2.0845322608947754,2.053018093109131,2.113706111907959,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,24,2.0,0.1,20,2.826925277709961,2.0616064071655273,2.0198163986206055,2.1125071048736572,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,25,2.0,0.1,20,3.038519859313965,2.112222671508789,2.0899133682250977,2.0949888229370117,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,26,2.0,0.1,20,3.2697503566741943,2.144932985305786,2.1481986045837402,2.058237314224243,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,27,2.0,0.1,20,3.5265297889709473,2.1716160774230957,2.2058324813842773,2.1500680446624756,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,28,2.0,0.1,20,3.878906726837158,2.20906138420105,2.286694049835205,2.0954480171203613,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,29,2.0,0.1,20,4.374845504760742,2.3046562671661377,2.463489294052124,2.340672492980957,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,30,2.0,0.1,20,5.0578413009643555,2.329291582107544,2.625298261642456,2.7583863735198975,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
5,31,2.0,0.1,20,7.403980255126953,1.6564114093780518,2.1831612586975098,4.089081764221191,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,19,2.0,0.1,20,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,20,2.0,0.1,20,1.9997225999832153,1.9995245933532715,1.9995245933532715,1.9384753704071045,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,21,2.0,0.1,20,2.2463858127593994,2.059180736541748,1.9755990505218506,1.9830995798110962,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,22,2.0,0.1,20,2.4757349491119385,2.094503402709961,2.02620267868042,2.0519142150878906,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,23,2.0,0.1,20,2.702298879623413,2.1308846473693848,2.097209930419922,2.147688150405884,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,24,2.0,0.1,20,2.843850612640381,2.1203038692474365,2.0840630531311035,2.139890670776367,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,25,2.0,0.1,20,3.0607030391693115,2.178056240081787,2.1563568115234375,2.2032299041748047,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,26,2.0,0.1,20,3.2901716232299805,2.224335193634033,2.2173655033111572,2.2608184814453125,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,27,2.0,0.1,20,3.5224761962890625,2.2323999404907227,2.250826835632324,2.2381691932678223,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,28,2.0,0.1,20,3.875778913497925,2.286691188812256,2.3001043796539307,2.3930695056915283,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,29,2.0,0.1,20,4.389833927154541,2.394242525100708,2.524252414703369,2.6143414974212646,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,30,2.0,0.1,20,5.035567283630371,2.4171390533447266,2.681643486022949,2.840632915496826,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
6,31,2.0,0.1,20,7.681595802307129,1.7067344188690186,2.281014919281006,4.265119552612305,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,19,2.0,0.1,20,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,20,2.0,0.1,20,2.0008718967437744,2.0006768703460693,2.0006768703460693,1.9413410425186157,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,21,2.0,0.1,20,2.2555394172668457,2.066239833831787,1.9791030883789062,1.953415036201477,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,22,2.0,0.1,20,2.4894790649414062,2.0966391563415527,2.036689043045044,1.974724531173706,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,23,2.0,0.1,20,2.7166688442230225,2.130880117416382,2.10056209564209,2.0679197311401367,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,24,2.0,0.1,20,2.8574655055999756,2.1189064979553223,2.0830368995666504,2.088984489440918,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,25,2.0,0.1,20,3.0755770206451416,2.185363292694092,2.1645522117614746,2.1705996990203857,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,26,2.0,0.1,20,3.302678108215332,2.226138114929199,2.228013515472412,2.2322654724121094,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,27,2.0,0.1,20,3.5521185398101807,2.259608030319214,2.296916961669922,2.286179780960083,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,28,2.0,0.1,20,3.8921308517456055,2.309579849243164,2.3450875282287598,2.182008743286133,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,29,2.0,0.1,20,4.397890567779541,2.421168088912964,2.557267427444458,2.572474241256714,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,30,2.0,0.1,20,5.051074028015137,2.4301109313964844,2.690239429473877,2.8135948181152344,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
7,31,2.0,0.1,20,7.841116428375244,1.6972476243972778,2.2507925033569336,4.912539958953857,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,19,2.0,0.1,20,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,20,2.0,0.1,20,2.002411365509033,2.002159595489502,2.002159595489502,1.9262851476669312,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,21,2.0,0.1,20,2.146362066268921,1.9961261749267578,1.9044349193572998,1.7505853176116943,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,22,2.0,0.1,20,2.249669313430786,1.9613444805145264,1.8505656719207764,1.6740691661834717,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,23,2.0,0.1,20,2.3494555950164795,1.9410001039505005,1.8319973945617676,1.6294375658035278,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,24,2.0,0.1,20,2.4471867084503174,1.9165326356887817,1.78486967086792,1.5539751052856445,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,25,2.0,0.1,20,2.5865259170532227,1.9489707946777344,1.8232983350753784,1.578660011291504,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,26,2.0,0.1,20,2.706511974334717,1.961639165878296,1.8401105403900146,1.5882561206817627,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,27,2.0,0.1,20,2.8378074169158936,1.9616211652755737,1.8688547611236572,1.520735263824463,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,28,2.0,0.1,20,3.010171890258789,1.974215030670166,1.8665788173675537,1.529909372329712,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,29,2.0,0.1,20,3.322495222091675,2.0690832138061523,2.010557174682617,1.6086355447769165,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,30,2.0,0.1,20,3.8831470012664795,2.0832979679107666,2.1467957496643066,1.7837402820587158,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
8,31,2.0,0.1,20,6.722899913787842,1.4923808574676514,1.9116480350494385,2.563300848007202,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,19,2.0,0.1,20,0.0,0.0,0.0,0.0,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,20,2.0,0.1,20,2.0017645359039307,2.001554489135742,2.001554489135742,1.9402844905853271,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,21,2.0,0.1,20,2.2515947818756104,2.068399667739868,1.9744391441345215,1.8703641891479492,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,22,2.0,0.1,20,2.415531873703003,2.067477226257324,1.9941279888153076,1.712573528289795,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,23,2.0,0.1,20,2.5525262355804443,2.058781862258911,1.999833106994629,1.6923048496246338,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,24,2.0,0.1,20,2.662109851837158,2.03366756439209,1.9486544132232666,1.7409014701843262,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,25,2.0,0.1,20,2.8283421993255615,2.060234546661377,1.9760842323303223,1.723106861114502,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,26,2.0,0.1,20,3.0171902179718018,2.087811231613159,1.9814026355743408,1.718679428100586,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,27,2.0,0.1,20,3.211268901824951,2.0921573638916016,2.012253761291504,1.8182955980300903,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,28,2.0,0.1,20,3.450086832046509,2.1432783603668213,2.0813472270965576,1.833022952079773,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,29,2.0,0.1,20,3.7661800384521484,2.2120189666748047,2.2386322021484375,1.8720369338989258,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
9,30,2.0,0.1,20,4.317200183868408,2.2076151371002197,2.351480722427368,2.0145890712738037,meta-llama/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct/multi_role/creative_professional_response_avg_diff.pt
