prompt_idx,analysis_layer,steering_layer,steering_coefficient,proj_baseline_on_a,proj_baseline_on_b,proj_steered_on_a,proj_steered_on_b,proj_delta_on_a,proj_delta_on_b
7,31,20,2.0,-5.458620548248291,0.5278387665748596,-1.726434588432312,3.5655839443206787,3.7311413288116455,3.0374865531921387
7,32,20,2.0,-5.3886308670043945,3.8692996501922607,7.8821611404418945,12.696053504943848,13.271201133728027,8.82685661315918
8,20,20,2.0,-0.6753354668617249,3.0217463970184326,0.04669088497757912,3.6326639652252197,0.722018301486969,0.6110947132110596
8,21,20,2.0,-1.238998532295227,3.2327394485473633,1.5963321924209595,5.963298320770264,2.8349366188049316,2.730527877807617
8,22,20,2.0,-1.8820561170578003,3.4656946659088135,1.441054344177246,6.551751136779785,3.3229949474334717,3.0856921672821045
8,23,20,2.0,-2.058685541152954,3.53299617767334,1.3324350118637085,6.648647308349609,3.391085386276245,3.1155037879943848
8,24,20,2.0,-2.113668918609619,4.027080535888672,1.4804476499557495,7.198633670806885,3.594571113586426,3.1724953651428223
8,25,20,2.0,-2.264326572418213,3.950075387954712,1.339078426361084,7.166701316833496,3.603844165802002,3.2175512313842773
8,26,20,2.0,-2.856041669845581,4.221500873565674,0.9934244155883789,7.608197212219238,3.848660945892334,3.386636257171631
8,27,20,2.0,-3.0097403526306152,4.688051700592041,1.0187042951583862,8.128689765930176,4.027573585510254,3.440446615219116
8,28,20,2.0,-4.150710105895996,4.861502170562744,0.06336557865142822,8.321359634399414,4.214990615844727,3.45959734916687
8,29,20,2.0,-3.74767804145813,4.479104518890381,0.5185284614562988,8.07177734375,4.267117977142334,3.5924293994903564
8,30,20,2.0,-5.353829383850098,4.187251567840576,-0.623216986656189,8.062554359436035,4.730895042419434,3.875241994857788
8,31,20,2.0,-5.71130895614624,3.459664821624756,-0.3732766807079315,7.980643272399902,5.337915420532227,4.521712303161621
8,32,20,2.0,-10.291105270385742,14.369013786315918,6.876286506652832,25.47290802001953,17.167173385620117,11.102041244506836
9,20,20,2.0,-0.560953676700592,3.1327826976776123,-0.06851408630609512,3.5400092601776123,0.4922329783439636,0.40728476643562317
9,21,20,2.0,-1.0590424537658691,3.3737497329711914,1.5383214950561523,5.925677299499512,2.5979323387145996,2.551858425140381
9,22,20,2.0,-1.6766386032104492,3.6594648361206055,1.3183801174163818,6.5778279304504395,2.995161771774292,2.9184436798095703
9,23,20,2.0,-1.8321013450622559,3.7067341804504395,1.1796863079071045,6.649394989013672,3.0113108158111572,2.942204475402832
9,24,20,2.0,-1.936967134475708,4.163335800170898,1.1747324466705322,7.1667585372924805,3.112295627593994,3.0031042098999023
9,25,20,2.0,-2.0809144973754883,4.188767433166504,1.0107710361480713,7.236207008361816,3.0910725593566895,3.0473921298980713
9,26,20,2.0,-2.531923294067383,4.374365329742432,0.7688738703727722,7.6047210693359375,3.301969528198242,3.2306394577026367
9,27,20,2.0,-2.755279541015625,4.819817543029785,0.6838679909706116,8.166694641113281,3.4394240379333496,3.346754550933838
9,28,20,2.0,-3.9281811714172363,5.02032995223999,-0.20332121849060059,8.42619800567627,3.7250704765319824,3.4060001373291016
9,29,20,2.0,-3.6979334354400635,4.667099475860596,0.24842393398284912,8.17083740234375,3.9467849731445312,3.5031914710998535
9,30,20,2.0,-5.278487682342529,4.470339298248291,-0.9726001024246216,8.154991149902344,4.3069233894348145,3.6847381591796875
9,31,20,2.0,-5.842928409576416,4.033161163330078,-0.9626750946044922,7.894955635070801,4.88052225112915,3.8627429008483887
9,32,20,2.0,-9.562274932861328,14.588837623596191,5.230693817138672,25.666805267333984,14.794508934020996,11.077479362487793
